"season","date","team","o_team","payout","adjustor"
2012,2013-03-08,"Seventysixers","Heat",-105,13
2012,2013-03-08,"Heat","Seventysixers",-105,-13
2012,2013-03-08,"Trailblazers","Spurs",-107,11.5
2012,2013-03-08,"Spurs","Trailblazers",-103,-11.5
2012,2013-03-08,"Suns","Kings",-103,7.5
2012,2013-03-08,"Kings","Suns",-107,-7.5
2012,2013-03-08,"Raptors","Lakers",-105,7.5
2012,2013-03-08,"Lakers","Raptors",-105,-7.5
2012,2013-03-08,"Rockets","Warriors",102,2
2012,2013-03-08,"Warriors","Rockets",-113,-2
2012,2013-03-09,"Nets","Hawks",-108,3.5
2012,2013-03-09,"Hawks","Nets",-102,-3.5
2012,2013-03-09,"Jazz","Knicks",-106,5.5
2012,2013-03-09,"Knicks","Jazz",-104,-5.5
2012,2013-03-09,"Pelicans","Grizzlies",-105,7
2012,2013-03-09,"Grizzlies","Pelicans",-105,-7
2012,2013-03-09,"Hornets","Wizards",-101,10.5
2012,2013-03-09,"Wizards","Hornets",-109,-10.5
2012,2013-03-09,"Rockets","Suns",-101,-7
2012,2013-03-09,"Suns","Rockets",-109,7
2012,2013-03-09,"Timberwolves","Nuggets",-110,15.5
2012,2013-03-09,"Nuggets","Timberwolves",100,-15.5
2012,2013-03-09,"Bucks","Warriors",100,2.5
2012,2013-03-09,"Warriors","Bucks",-110,-2.5
2012,2013-03-10,"Celtics","Thunder",-103,11
2012,2013-03-10,"Thunder","Celtics",-107,-11
2012,2013-03-10,"Bulls","Lakers",100,4.5
2012,2013-03-10,"Lakers","Bulls",-110,-4.5
2012,2013-03-10,"Cavaliers","Raptors",-108,5.5
2012,2013-03-10,"Raptors","Cavaliers",-102,-5.5
2012,2013-03-10,"Pacers","Heat",-101,6.5
2012,2013-03-10,"Heat","Pacers",-109,-6.5
2012,2013-03-10,"Seventysixers","Magic",-107,-1
2012,2013-03-10,"Magic","Seventysixers",-103,1
2012,2013-03-10,"Mavericks","Timberwolves",-106,-7
2012,2013-03-10,"Timberwolves","Mavericks",-104,7
2012,2013-03-10,"Trailblazers","Pelicans",-107,-3.5
2012,2013-03-10,"Pelicans","Trailblazers",-103,3.5
2012,2013-03-10,"Bucks","Kings",-105,1
2012,2013-03-10,"Kings","Bucks",-105,-1
2012,2013-03-10,"Pistons","Clippers",-110,13
2012,2013-03-10,"Clippers","Pistons",100,-13
2012,2013-03-11,"Nets","Seventysixers",-106,-6.5
2012,2013-03-11,"Seventysixers","Nets",-104,6.5
2012,2013-03-11,"Thunder","Spurs",-105,2.5
2012,2013-03-11,"Spurs","Thunder",-105,-2.5
2012,2013-03-11,"Pistons","Jazz",-108,11
2012,2013-03-11,"Jazz","Pistons",-102,-11
2012,2013-03-11,"Nuggets","Suns",-103,-9
2012,2013-03-11,"Suns","Nuggets",-107,9
2012,2013-03-11,"Knicks","Warriors",-103,2.5
2012,2013-03-11,"Warriors","Knicks",-107,-2.5
2012,2013-03-12,"Celtics","Hornets",-102,-10
2012,2013-03-12,"Hornets","Celtics",-108,10
2012,2013-03-12,"Wizards","Cavaliers",-108,-1
2012,2013-03-12,"Cavaliers","Wizards",-102,1
2012,2013-03-12,"Lakers","Magic",-102,-8.5
2012,2013-03-12,"Magic","Lakers",-108,8.5
2012,2013-03-12,"Hawks","Heat",-104,9.5
2012,2013-03-12,"Heat","Hawks",-106,-9.5
2012,2013-03-12,"Pelicans","Nets",-110,6
2012,2013-03-12,"Nets","Pelicans",100,-6
2012,2013-03-12,"Mavericks","Bucks",100,2.5
2012,2013-03-12,"Bucks","Mavericks",-110,-2.5
2012,2013-03-12,"Spurs","Timberwolves",100,-9
2012,2013-03-12,"Timberwolves","Spurs",-110,9
2012,2013-03-12,"Grizzlies","Trailblazers",-108,-1.5
2012,2013-03-12,"Trailblazers","Grizzlies",-102,1.5
2012,2013-03-13,"Bucks","Wizards",-108,-1.5
2012,2013-03-13,"Wizards","Bucks",-102,1.5
2012,2013-03-13,"Heat","Seventysixers",-104,-8
2012,2013-03-13,"Seventysixers","Heat",-106,8
2012,2013-03-13,"Timberwolves","Pacers",-105,15.5
2012,2013-03-13,"Pacers","Timberwolves",-105,-15.5
2012,2013-03-13,"Lakers","Hawks",-105,-3.5
2012,2013-03-13,"Hawks","Lakers",-105,3.5
2012,2013-03-13,"Raptors","Celtics",-108,5
2012,2013-03-13,"Celtics","Raptors",-102,-5
2012,2013-03-13,"Jazz","Thunder",-102,13.5
2012,2013-03-13,"Thunder","Jazz",-108,-13.5
2012,2013-03-13,"Suns","Rockets",100,12
2012,2013-03-13,"Rockets","Suns",-110,-12
2012,2013-03-13,"Bulls","Kings",-104,-4
2012,2013-03-13,"Kings","Bulls",-106,4
2012,2013-03-13,"Pistons","Warriors",-110,11
2012,2013-03-13,"Warriors","Pistons",100,-11
2012,2013-03-13,"Knicks","Nuggets",102,8.5
2012,2013-03-13,"Nuggets","Knicks",-113,-8.5
2012,2013-03-13,"Grizzlies","Clippers",-109,7
2012,2013-03-13,"Clippers","Grizzlies",-101,-7
2012,2013-03-14,"Mavericks","Spurs",-107,9.5
2012,2013-03-14,"Spurs","Mavericks",-103,-9.5
2012,2013-03-14,"Knicks","Trailblazers",-105,7
2012,2013-03-14,"Trailblazers","Knicks",-105,-7
2012,2013-03-15,"Pelicans","Wizards",100,3.5
2012,2013-03-15,"Wizards","Pelicans",-110,-3.5
2012,2013-03-15,"Lakers","Pacers",-102,8.5
2012,2013-03-15,"Pacers","Lakers",-108,-8.5
2012,2013-03-15,"Hornets","Raptors",-104,12
2012,2013-03-15,"Raptors","Hornets",-106,-12
2012,2013-03-15,"Suns","Hawks",-110,9
2012,2013-03-15,"Hawks","Suns",100,-9
2012,2013-03-15,"Timberwolves","Rockets",-105,14.5
2012,2013-03-15,"Rockets","Timberwolves",-105,-14.5
2012,2013-03-15,"Magic","Thunder",-103,17
2012,2013-03-15,"Thunder","Magic",-107,-17
2012,2013-03-15,"Cavaliers","Mavericks",100,8.5
2012,2013-03-15,"Mavericks","Cavaliers",-110,-8.5
2012,2013-03-15,"Heat","Bucks",-108,-5.5
2012,2013-03-15,"Bucks","Heat",-102,5.5
2012,2013-03-15,"Grizzlies","Nuggets",-105,6
2012,2013-03-15,"Nuggets","Grizzlies",-105,-6
2012,2013-03-15,"Bulls","Warriors",-107,5.5
2012,2013-03-15,"Warriors","Bulls",-103,-5.5
2012,2013-03-16,"Suns","Wizards",-102,7.5
2012,2013-03-16,"Wizards","Suns",-108,-7.5
2012,2013-03-16,"Pacers","Seventysixers",-107,-5
2012,2013-03-16,"Seventysixers","Pacers",-103,5
2012,2013-03-16,"Hornets","Celtics",-106,15
2012,2013-03-16,"Celtics","Hornets",-104,-15
2012,2013-03-16,"Cavaliers","Spurs",100,15
2012,2013-03-16,"Spurs","Cavaliers",-110,-15
2012,2013-03-16,"Pistons","Trailblazers",103,10
2012,2013-03-16,"Trailblazers","Pistons",-114,-10
2012,2013-03-16,"Grizzlies","Jazz",-110,3
2012,2013-03-16,"Jazz","Grizzlies",100,-3
2012,2013-03-17,"Magic","Bucks",-107,9
2012,2013-03-17,"Bucks","Magic",-103,-9
2012,2013-03-17,"Heat","Raptors",-107,-7
2012,2013-03-17,"Raptors","Heat",-103,7
2012,2013-03-17,"Knicks","Clippers",-105,13.5
2012,2013-03-17,"Clippers","Knicks",-105,-13.5
2012,2013-03-17,"Pelicans","Timberwolves",-102,1.5
2012,2013-03-17,"Timberwolves","Pelicans",-108,-1.5
2012,2013-03-17,"Warriors","Rockets",-109,7.5
2012,2013-03-17,"Rockets","Warriors",-101,-7.5
2012,2013-03-17,"Thunder","Mavericks",-109,-5
2012,2013-03-17,"Mavericks","Thunder",-101,5
2012,2013-03-17,"Hawks","Nets",-102,4
2012,2013-03-17,"Nets","Hawks",-108,-4
2012,2013-03-17,"Kings","Lakers",-107,8.5
2012,2013-03-17,"Lakers","Kings",-103,-8.5
2012,2013-03-18,"Pacers","Cavaliers",100,-7
2012,2013-03-18,"Cavaliers","Pacers",-110,7
2012,2013-03-18,"Wizards","Hornets",-106,-6.5
2012,2013-03-18,"Hornets","Wizards",-104,6.5
2012,2013-03-18,"Trailblazers","Seventysixers",-105,1
2012,2013-03-18,"Seventysixers","Trailblazers",-105,-1
2012,2013-03-18,"Nets","Pistons",100,-4.5
2012,2013-03-18,"Pistons","Nets",-110,4.5
2012,2013-03-18,"Mavericks","Hawks",-107,4.5
2012,2013-03-18,"Hawks","Mavericks",-103,-4.5
2012,2013-03-18,"Heat","Celtics",-107,-5.5
2012,2013-03-18,"Celtics","Heat",-103,5.5
2012,2013-03-18,"Nuggets","Bulls",-107,-3.5
2012,2013-03-18,"Bulls","Nuggets",-103,3.5
2012,2013-03-18,"Timberwolves","Grizzlies",-101,12.5
2012,2013-03-18,"Grizzlies","Timberwolves",-109,-12.5
2012,2013-03-18,"Warriors","Pelicans",-108,-3.5
2012,2013-03-18,"Pelicans","Warriors",-102,3.5
2012,2013-03-18,"Lakers","Suns",-105,-4
2012,2013-03-18,"Suns","Lakers",-105,4
2012,2013-03-18,"Knicks","Jazz",-105,10.5
2012,2013-03-18,"Jazz","Knicks",-105,-10.5
2012,2013-03-19,"Magic","Pacers",-105,11
2012,2013-03-19,"Pacers","Magic",-105,-11
2012,2013-03-19,"Nuggets","Thunder",-103,9.5
2012,2013-03-19,"Thunder","Nuggets",-107,-9.5
2012,2013-03-19,"Trailblazers","Bucks",-109,5.5
2012,2013-03-19,"Bucks","Trailblazers",-101,-5.5
2012,2013-03-19,"Clippers","Kings",-102,-8.5
2012,2013-03-19,"Kings","Clippers",-108,8.5
2012,2013-03-20,"Heat","Cavaliers",-109,-11
2012,2013-03-20,"Cavaliers","Heat",-101,11
2012,2013-03-20,"Raptors","Hornets",-103,-6.5
2012,2013-03-20,"Hornets","Raptors",-107,6.5
2012,2013-03-20,"Bucks","Hawks",-106,6
2012,2013-03-20,"Hawks","Bucks",-104,-6
2012,2013-03-20,"Magic","Knicks",-102,10.5
2012,2013-03-20,"Knicks","Magic",-108,-10.5
2012,2013-03-20,"Celtics","Pelicans",-103,-4.5
2012,2013-03-20,"Pelicans","Celtics",-107,4.5
2012,2013-03-20,"Nets","Mavericks",-108,3.5
2012,2013-03-20,"Mavericks","Nets",-102,-3.5
2012,2013-03-20,"Jazz","Rockets",-103,7.5
2012,2013-03-20,"Rockets","Jazz",-107,-7.5
2012,2013-03-20,"Thunder","Grizzlies",-107,1.5
2012,2013-03-20,"Grizzlies","Thunder",-103,-1.5
2012,2013-03-20,"Warriors","Spurs",-110,8
2012,2013-03-20,"Spurs","Warriors",100,-8
2012,2013-03-20,"Wizards","Suns",103,-1
2012,2013-03-20,"Suns","Wizards",-114,1
2012,2013-03-20,"Seventysixers","Clippers",-103,11
2012,2013-03-20,"Clippers","Seventysixers",-107,-11
2012,2013-03-21,"Trailblazers","Bulls",100,6
2012,2013-03-21,"Bulls","Trailblazers",-110,-6
2012,2013-03-21,"Seventysixers","Nuggets",100,14.5
2012,2013-03-21,"Nuggets","Seventysixers",-110,-14.5
2012,2013-03-21,"Timberwolves","Kings",102,6
2012,2013-03-21,"Kings","Timberwolves",-113,-6
2012,2013-03-22,"Knicks","Raptors",-105,1.5
2012,2013-03-22,"Raptors","Knicks",-105,-1.5
2012,2013-03-22,"Bucks","Pacers",-105,7.5
2012,2013-03-22,"Pacers","Bucks",-105,-7.5
2012,2013-03-22,"Thunder","Magic",100,-14
2012,2013-03-22,"Magic","Thunder",-110,14
2012,2013-03-22,"Pistons","Heat",-105,16
2012,2013-03-22,"Heat","Pistons",-105,-16
2012,2013-03-22,"Trailblazers","Hawks",-105,7.5
2012,2013-03-22,"Hawks","Trailblazers",-105,-7.5
2012,2013-03-22,"Grizzlies","Pelicans",-107,-6
2012,2013-03-22,"Pelicans","Grizzlies",-103,6
2012,2013-03-22,"Cavaliers","Rockets",100,12
2012,2013-03-22,"Rockets","Cavaliers",-110,-12
2012,2013-03-22,"Celtics","Mavericks",-102,4
2012,2013-03-22,"Mavericks","Celtics",-108,-4
2012,2013-03-22,"Jazz","Spurs",-105,11.5
2012,2013-03-22,"Spurs","Jazz",-105,-11.5
2012,2013-03-22,"Timberwolves","Suns",-109,1.5
2012,2013-03-22,"Suns","Timberwolves",-101,-1.5
2012,2013-03-22,"Wizards","Lakers",-105,9
2012,2013-03-22,"Lakers","Wizards",-105,-9
2012,2013-03-23,"Pistons","Hornets",-101,1
2012,2013-03-23,"Hornets","Pistons",-109,-1
2012,2013-03-23,"Raptors","Knicks",-109,7
2012,2013-03-23,"Knicks","Raptors",-101,-7
2012,2013-03-23,"Pacers","Bulls",-108,2
2012,2013-03-23,"Bulls","Pacers",-102,-2
2012,2013-03-23,"Celtics","Grizzlies",-107,7
2012,2013-03-23,"Grizzlies","Celtics",-103,-7
2012,2013-03-23,"Kings","Nuggets",-110,11.5
2012,2013-03-23,"Nuggets","Kings",100,-11.5
2012,2013-03-23,"Wizards","Warriors",102,8.5
2012,2013-03-23,"Warriors","Wizards",-113,-8.5
2012,2013-03-23,"Nets","Clippers",104,7.5
2012,2013-03-23,"Clippers","Nets",-115,-7.5
2012,2013-03-24,"Hawks","Bucks",-107,2.5
2012,2013-03-24,"Bucks","Hawks",-103,-2.5
2012,2013-03-24,"Hornets","Heat",-105,16.5
2012,2013-03-24,"Heat","Hornets",-105,-16.5
2012,2013-03-24,"Bulls","Timberwolves",-105,3
2012,2013-03-24,"Timberwolves","Bulls",-105,-3
2012,2013-03-24,"Spurs","Rockets",-106,-1
2012,2013-03-24,"Rockets","Spurs",-104,1
2012,2013-03-24,"Trailblazers","Thunder",-108,11
2012,2013-03-24,"Thunder","Trailblazers",-102,-11
2012,2013-03-24,"Jazz","Mavericks",-102,6
2012,2013-03-24,"Mavericks","Jazz",-108,-6
2012,2013-03-24,"Seventysixers","Kings",-107,3.5
2012,2013-03-24,"Kings","Seventysixers",-103,-3.5
2012,2013-03-24,"Nets","Suns",-105,-6
2012,2013-03-24,"Suns","Nets",-105,6
2012,2013-03-25,"Heat","Magic",-102,-12
2012,2013-03-25,"Magic","Heat",-108,12
2012,2013-03-25,"Hawks","Pacers",-108,6.5
2012,2013-03-25,"Pacers","Hawks",-102,-6.5
2012,2013-03-25,"Grizzlies","Wizards",-108,-5
2012,2013-03-25,"Wizards","Grizzlies",-102,5
2012,2013-03-25,"Nuggets","Pelicans",-105,-7
2012,2013-03-25,"Pelicans","Nuggets",-105,7
2012,2013-03-25,"Seventysixers","Jazz",-105,7.5
2012,2013-03-25,"Jazz","Seventysixers",-105,-7.5
2012,2013-03-25,"Lakers","Warriors",-101,1.5
2012,2013-03-25,"Warriors","Lakers",-109,-1.5
2012,2013-03-26,"Knicks","Celtics",101,2.5
2012,2013-03-26,"Celtics","Knicks",-111,-2.5
2012,2013-03-26,"Timberwolves","Pistons",-108,-1.5
2012,2013-03-26,"Pistons","Timberwolves",-102,1.5
2012,2013-03-26,"Clippers","Mavericks",-102,-1.5
2012,2013-03-26,"Mavericks","Clippers",-108,1.5
2012,2013-03-27,"Celtics","Cavaliers",-107,-2.5
2012,2013-03-27,"Cavaliers","Celtics",-103,2.5
2012,2013-03-27,"Magic","Hornets",-103,3
2012,2013-03-27,"Hornets","Magic",-107,-3
2012,2013-03-27,"Bucks","Seventysixers",-102,-1
2012,2013-03-27,"Seventysixers","Bucks",-108,1
2012,2013-03-27,"Hawks","Raptors",-101,-2.5
2012,2013-03-27,"Raptors","Hawks",-109,2.5
2012,2013-03-27,"Grizzlies","Knicks",-103,-1
2012,2013-03-27,"Knicks","Grizzlies",-107,1
2012,2013-03-27,"Clippers","Pelicans",-106,-5.5
2012,2013-03-27,"Pelicans","Clippers",-104,5.5
2012,2013-03-27,"Lakers","Timberwolves",-106,-4.5
2012,2013-03-27,"Timberwolves","Lakers",-104,4.5
2012,2013-03-27,"Pacers","Rockets",-105,6
2012,2013-03-27,"Rockets","Pacers",-105,-6
2012,2013-03-27,"Heat","Bulls",-108,-6
2012,2013-03-27,"Bulls","Heat",-102,6
2012,2013-03-27,"Wizards","Thunder",-102,15
2012,2013-03-27,"Thunder","Wizards",-108,-15
2012,2013-03-27,"Nuggets","Spurs",-107,7
2012,2013-03-27,"Spurs","Nuggets",-103,-7
2012,2013-03-27,"Suns","Jazz",-108,13.5
2012,2013-03-27,"Jazz","Suns",-102,-13.5
2012,2013-03-27,"Kings","Warriors",100,8.5
2012,2013-03-27,"Warriors","Kings",-110,-8.5
2012,2013-03-27,"Nets","Trailblazers",-105,3.5
2012,2013-03-27,"Trailblazers","Nets",-105,-3.5
2012,2013-03-28,"Lakers","Bucks",-105,-2
2012,2013-03-28,"Bucks","Lakers",-105,2
2012,2013-03-28,"Pacers","Mavericks",-107,4.5
2012,2013-03-28,"Mavericks","Pacers",-103,-4.5
2012,2013-03-28,"Kings","Suns",-108,-3.5
2012,2013-03-28,"Suns","Kings",-102,3.5
2012,2013-03-29,"Wizards","Magic",-105,-4
2012,2013-03-29,"Magic","Wizards",-105,4
2012,2013-03-29,"Seventysixers","Cavaliers",-102,-2
2012,2013-03-29,"Cavaliers","Seventysixers",-108,2
2012,2013-03-29,"Hawks","Celtics",-106,2.5
2012,2013-03-29,"Celtics","Hawks",-104,-2.5
2012,2013-03-29,"Raptors","Pistons",-107,1.5
2012,2013-03-29,"Pistons","Raptors",-103,-1.5
2012,2013-03-29,"Hornets","Knicks",-102,14
2012,2013-03-29,"Knicks","Hornets",-108,-14
2012,2013-03-29,"Thunder","Timberwolves",100,-8
2012,2013-03-29,"Timberwolves","Thunder",-110,8
2012,2013-03-29,"Heat","Pelicans",-102,-7.5
2012,2013-03-29,"Pelicans","Heat",-108,7.5
2012,2013-03-29,"Rockets","Grizzlies",-102,4.5
2012,2013-03-29,"Grizzlies","Rockets",-108,-4.5
2012,2013-03-29,"Clippers","Spurs",-101,4
2012,2013-03-29,"Spurs","Clippers",-109,-4
2012,2013-03-29,"Nets","Nuggets",100,6.5
2012,2013-03-29,"Nuggets","Nets",-110,-6.5
2012,2013-03-29,"Jazz","Trailblazers",-105,1.5
2012,2013-03-29,"Trailblazers","Jazz",-105,-1.5
2012,2013-03-30,"Bulls","Mavericks",-108,5.5
2012,2013-03-30,"Mavericks","Bulls",-102,-5.5
2012,2013-03-30,"Magic","Hawks",-102,10
2012,2013-03-30,"Hawks","Magic",-108,-10
2012,2013-03-30,"Hornets","Seventysixers",-103,10
2012,2013-03-30,"Seventysixers","Hornets",-107,-10
2012,2013-03-30,"Grizzlies","Timberwolves",-105,-4
2012,2013-03-30,"Timberwolves","Grizzlies",-105,4
2012,2013-03-30,"Clippers","Rockets",-105,-2.5
2012,2013-03-30,"Rockets","Clippers",-105,2.5
2012,2013-03-30,"Thunder","Bucks",-102,-6
2012,2013-03-30,"Bucks","Thunder",-108,6
2012,2013-03-30,"Nets","Jazz",-104,4
2012,2013-03-30,"Jazz","Nets",-106,-4
2012,2013-03-30,"Pacers","Suns",100,-10
2012,2013-03-30,"Suns","Pacers",-110,10
2012,2013-03-30,"Lakers","Kings",-105,-2.5
2012,2013-03-30,"Kings","Lakers",-105,2.5
2012,2013-03-30,"Trailblazers","Warriors",-104,9.5
2012,2013-03-30,"Warriors","Trailblazers",-106,-9.5
2012,2013-03-31,"Raptors","Wizards",-104,3.5
2012,2013-03-31,"Wizards","Raptors",-106,-3.5
2012,2013-03-31,"Cavaliers","Pelicans",-105,5.5
2012,2013-03-31,"Pelicans","Cavaliers",-105,-5.5
2012,2013-03-31,"Pistons","Bulls",-107,8.5
2012,2013-03-31,"Bulls","Pistons",-103,-8.5
2012,2013-03-31,"Heat","Spurs",-102,9
2012,2013-03-31,"Spurs","Heat",-108,-9
2012,2013-03-31,"Celtics","Knicks",-105,6.5
2012,2013-03-31,"Knicks","Celtics",-105,-6.5
2012,2013-04-01,"Pistons","Raptors",-113,7
2012,2013-04-01,"Raptors","Pistons",102,-7
2012,2013-04-01,"Cavaliers","Hawks",-113,11
2012,2013-04-01,"Hawks","Cavaliers",102,-11
2012,2013-04-01,"Magic","Rockets",102,11.5
2012,2013-04-01,"Rockets","Magic",-113,-11.5
2012,2013-04-01,"Celtics","Timberwolves",-105,5.5
2012,2013-04-01,"Timberwolves","Celtics",-105,-5.5
2012,2013-04-01,"Spurs","Grizzlies",-113,6.5
2012,2013-04-01,"Grizzlies","Spurs",102,-6.5
2012,2013-04-01,"Hornets","Bucks",102,12.5
2012,2013-04-01,"Bucks","Hornets",-113,-12.5
2012,2013-04-01,"Trailblazers","Jazz",-109,10.5
2012,2013-04-01,"Jazz","Trailblazers",-101,-10.5
2012,2013-04-01,"Pacers","Clippers",-106,5.5
2012,2013-04-01,"Clippers","Pacers",-104,-5.5
2012,2013-04-03,"Knicks","Hawks",100,1.5
2012,2013-04-03,"Hawks","Knicks",-110,-1.5
2012,2013-04-03,"Wizards","Raptors",-104,4.5
2012,2013-04-03,"Raptors","Wizards",-106,-4.5
2012,2013-04-03,"Nets","Cavaliers",-106,-4.5
2012,2013-04-03,"Cavaliers","Nets",-104,4.5
2012,2013-04-03,"Seventysixers","Hornets",-103,-5
2012,2013-04-03,"Hornets","Seventysixers",-107,5
2012,2013-04-03,"Pistons","Celtics",-107,7
2012,2013-04-03,"Celtics","Pistons",-103,-7
2012,2013-04-03,"Timberwolves","Bucks",102,4.5
2012,2013-04-03,"Bucks","Timberwolves",-113,-4.5
2012,2013-04-03,"Magic","Spurs",-108,13
2012,2013-04-03,"Spurs","Magic",-102,-13
2012,2013-04-03,"Nuggets","Jazz",-106,3
2012,2013-04-03,"Jazz","Nuggets",-104,-3
2012,2013-04-03,"Grizzlies","Trailblazers",102,-7.5
2012,2013-04-03,"Trailblazers","Grizzlies",-113,7.5
2012,2013-04-03,"Rockets","Kings",102,-4
2012,2013-04-03,"Kings","Rockets",-113,4
2012,2013-04-03,"Pelicans","Warriors",-102,7.5
2012,2013-04-03,"Warriors","Pelicans",-108,-7.5
2012,2013-04-03,"Suns","Clippers",102,16.5
2012,2013-04-03,"Clippers","Suns",-113,-16.5
2012,2013-04-04,"Bulls","Nets",-103,5.5
2012,2013-04-04,"Nets","Bulls",-107,-5.5
2012,2013-04-04,"Mavericks","Nuggets",-106,7
2012,2013-04-04,"Nuggets","Mavericks",-104,-7
2012,2013-04-04,"Spurs","Thunder",-103,7.5
2012,2013-04-04,"Thunder","Spurs",-107,-7.5
2012,2013-04-05,"Heat","Hornets",-105,-3.5
2012,2013-04-05,"Hornets","Heat",-105,3.5
2012,2013-04-05,"Seventysixers","Hawks",-105,6
2012,2013-04-05,"Hawks","Seventysixers",-105,-6
2012,2013-04-05,"Bucks","Knicks",-105,7
2012,2013-04-05,"Knicks","Bucks",-105,-7
2012,2013-04-05,"Cavaliers","Celtics",-108,5
2012,2013-04-05,"Celtics","Cavaliers",-102,-5
2012,2013-04-05,"Raptors","Timberwolves",-102,5.5
2012,2013-04-05,"Timberwolves","Raptors",-108,-5.5
2012,2013-04-05,"Magic","Bulls",-110,8
2012,2013-04-05,"Bulls","Magic",100,-8
2012,2013-04-05,"Thunder","Pacers",-108,3.5
2012,2013-04-05,"Pacers","Thunder",-102,-3.5
2012,2013-04-05,"Pelicans","Jazz",-102,7.5
2012,2013-04-05,"Jazz","Pelicans",-108,-7.5
2012,2013-04-05,"Rockets","Trailblazers",100,-5.5
2012,2013-04-05,"Trailblazers","Rockets",-110,5.5
2012,2013-04-05,"Mavericks","Kings",-103,1.5
2012,2013-04-05,"Kings","Mavericks",-107,-1.5
2012,2013-04-05,"Warriors","Suns",102,-8
2012,2013-04-05,"Suns","Warriors",-113,8
2012,2013-04-05,"Grizzlies","Lakers",-105,2
2012,2013-04-05,"Lakers","Grizzlies",-105,-2
2012,2013-04-06,"Pacers","Wizards",100,-4
2012,2013-04-06,"Wizards","Pacers",-110,4
2012,2013-04-06,"Seventysixers","Heat",-103,7
2012,2013-04-06,"Heat","Seventysixers",-107,-7
2012,2013-04-06,"Hornets","Nets",-101,14.5
2012,2013-04-06,"Nets","Hornets",-109,-14.5
2012,2013-04-06,"Pistons","Timberwolves",-101,6
2012,2013-04-06,"Timberwolves","Pistons",-109,-6
2012,2013-04-06,"Hawks","Spurs",-105,10.5
2012,2013-04-06,"Spurs","Hawks",-105,-10.5
2012,2013-04-06,"Raptors","Bucks",-102,5.5
2012,2013-04-06,"Bucks","Raptors",-108,-5.5
2012,2013-04-06,"Rockets","Nuggets",-105,5.5
2012,2013-04-06,"Nuggets","Rockets",-105,-5.5
2012,2013-04-07,"Knicks","Thunder",-108,7.5
2012,2013-04-07,"Thunder","Knicks",-102,-7.5
2012,2013-04-07,"Lakers","Clippers",-105,4.5
2012,2013-04-07,"Clippers","Lakers",-105,-4.5
2012,2013-04-07,"Grizzlies","Kings",-109,-5
2012,2013-04-07,"Kings","Grizzlies",-101,5
2012,2013-04-07,"Wizards","Celtics",-105,7
2012,2013-04-07,"Celtics","Wizards",-105,-7
2012,2013-04-07,"Magic","Cavaliers",-102,5.5
2012,2013-04-07,"Cavaliers","Magic",-108,-5.5
2012,2013-04-07,"Bulls","Pistons",-106,-4.5
2012,2013-04-07,"Pistons","Bulls",-104,4.5
2012,2013-04-07,"Jazz","Warriors",100,5
2012,2013-04-07,"Warriors","Jazz",-110,-5
2012,2013-04-07,"Pelicans","Suns",-101,-2.5
2012,2013-04-07,"Suns","Pelicans",-109,2.5
2012,2013-04-07,"Mavericks","Trailblazers",-102,-4
2012,2013-04-07,"Trailblazers","Mavericks",-108,4
2012,2013-04-09,"Cavaliers","Pacers",-105,14
2012,2013-04-09,"Pacers","Cavaliers",-105,-14
2012,2013-04-09,"Bucks","Heat",-109,6.5
2012,2013-04-09,"Heat","Bucks",-101,-6.5
2012,2013-04-09,"Seventysixers","Nets",-110,8
2012,2013-04-09,"Nets","Seventysixers",100,-8
2012,2013-04-09,"Wizards","Knicks",-108,8.5
2012,2013-04-09,"Knicks","Wizards",-102,-8.5
2012,2013-04-09,"Raptors","Bulls",-103,3.5
2012,2013-04-09,"Bulls","Raptors",-107,-3.5
2012,2013-04-09,"Suns","Rockets",-107,14.5
2012,2013-04-09,"Rockets","Suns",-103,-14.5
2012,2013-04-09,"Hornets","Grizzlies",-108,14
2012,2013-04-09,"Grizzlies","Hornets",-102,-14
2012,2013-04-09,"Thunder","Jazz",-103,-3.5
2012,2013-04-09,"Jazz","Thunder",-107,3.5
2012,2013-04-09,"Timberwolves","Warriors",-104,7
2012,2013-04-09,"Warriors","Timberwolves",-106,-7
2012,2013-04-09,"Pelicans","Lakers",-104,8.5
2012,2013-04-09,"Lakers","Pelicans",-106,-8.5
2012,2013-04-10,"Bucks","Magic",-110,-4.5
2012,2013-04-10,"Magic","Bucks",100,4.5
2012,2013-04-10,"Hawks","Seventysixers",-104,-3.5
2012,2013-04-10,"Seventysixers","Hawks",-106,3.5
2012,2013-04-10,"Pistons","Cavaliers",100,2.5
2012,2013-04-10,"Cavaliers","Pistons",-110,-2.5
2012,2013-04-10,"Heat","Wizards",-107,4
2012,2013-04-10,"Wizards","Heat",-103,-4
2012,2013-04-10,"Nets","Celtics",-103,3
2012,2013-04-10,"Celtics","Nets",-107,-3
2012,2013-04-10,"Suns","Mavericks",-108,13.5
2012,2013-04-10,"Mavericks","Suns",-102,-13.5
2012,2013-04-10,"Lakers","Trailblazers",100,-6.5
2012,2013-04-10,"Trailblazers","Lakers",-110,6.5
2012,2013-04-10,"Pelicans","Kings",-113,6
2012,2013-04-10,"Kings","Pelicans",102,-6
2012,2013-04-10,"Timberwolves","Clippers",100,12.5
2012,2013-04-10,"Clippers","Timberwolves",-110,-12.5
2012,2013-04-10,"Spurs","Nuggets",102,3.5
2012,2013-04-10,"Nuggets","Spurs",-113,-3.5
